伝票日付,伝票番号,仕訳区分,管理仕訳区分,借方税計算モード,借方部門コード,借方部門名,借方科目コード,借方科目名,借方補助コード,借方補助名,借方税区分コード,借方税区分名,借方金額,借方消費税額,貸方税計算モード,貸方部門コード,貸方部門名,貸方科目コード,貸方科目名,貸方補助コード,貸方補助名,貸方税区分コード,貸方税区分名,貸方金額,貸方消費税額,摘要文,数字１,数字２,入力プログラム区分,配賦元税計算,配賦元集計方法,配賦元集計開始日付,配賦元集計終了日付,配賦元管理仕訳区分,配賦元部門コード,配賦元部門名,配賦元科目コード,配賦元科目名,配賦元補助コード,配賦元補助名,配賦元金額,数字３,数字４,数字５,金額１,金額２,金額３,金額４,金額５,文字列１,文字列２,文字列３,文字列４,文字列５,入力日付時間,借方取引先コード,借方取引先名,借方セグメント１コード,借方セグメント１名,借方セグメント２コード,借方セグメント２名,借方セグメント３コード,借方セグメント３名,貸方取引先コード,貸方取引先名,貸方セグメント１コード,貸方セグメント１名,貸方セグメント２コード,貸方セグメント２名,貸方セグメント３コード,貸方セグメント３名,配賦選択,配賦元取引先コード,配賦元取引先名,配賦元セグメント１コード,配賦元セグメント１名,配賦元セグメント２コード,配賦元セグメント２名,配賦元セグメント３コード,配賦元セグメント３名
20210718,123,21,0,1,040,大阪支店,727,通信費,,,Q5,仕入10%,16000,1454,1,000,共通部門,111,現金,,,00,対象外,16000,0,切手代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210718,139,21,0,1,040,大阪支店,724,福利厚生費,,,Q5,仕入10%,45020,4092,1,000,共通部門,322,未払金,,,00,対象外,45020,0,社員夜食代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210718,148,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,4486,407,1,000,共通部門,111,現金,,,00,対象外,6086,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210718,148,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,1600,145,0,,,,,,,,,,,ウォッシャー液他,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210719,8,21,0,1,010,札幌営業所,733,交際接待費,,,Q5,仕入10%,4486,407,1,000,共通部門,111,現金,,,00,対象外,6086,0,定例ミーティング会費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210719,8,21,0,1,010,札幌営業所,733,交際接待費,,,Q5,仕入10%,1600,145,0,,,,,,,,,,,景品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210719,47,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,8540,776,1,000,共通部門,111,現金,,,00,対象外,8540,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210719,160,21,0,1,020,東京支店,726,旅費交通費,,,Q5,仕入10%,86700,7881,1,000,共通部門,111,現金,,,00,対象外,86700,0,出張旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,1,21,0,1,000,共通部門,724,福利厚生費,,,Q6,仕入8%軽,10800,800,0,000,共通部門,111,現金,,,00,対象外,10800,0,残業夜食　軽減税率,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,6,21,0,1,010,札幌営業所,732,広告宣伝費,,,Q5,仕入10%,5000,454,1,000,共通部門,111,現金,,,00,対象外,5000,0,広告料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,31,21,0,1,010,札幌営業所,754,事務用消耗品費,,,Q5,仕入10%,2866,260,1,000,共通部門,322,未払金,,,00,対象外,2866,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,45,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,1260,114,1,000,共通部門,111,現金,,,00,対象外,1260,0,コーヒー代2名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,48,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,4303,391,1,000,共通部門,111,現金,,,00,対象外,4303,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,6381,580,1,000,共通部門,111,現金,,,00,対象外,8525,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1429,129,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,715,65,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,69,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,5000,454,1,000,共通部門,322,未払金,,,00,対象外,5000,0,有線,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,11407,1037,1,000,共通部門,322,未払金,,,00,対象外,42727,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,31320,2847,0,,,,,,,,,,,カウンター料金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,72,21,0,1,050,九州営業所,754,事務用消耗品費,,,Q5,仕入10%,6300,572,1,000,共通部門,322,未払金,,,00,対象外,6300,0,カウンター料金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,77,21,0,1,000,共通部門,737,消耗品費,,,Q5,仕入10%,19387,1762,1,000,共通部門,322,未払金,,,00,対象外,268502,0,ファイル等,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,77,21,0,1,000,共通部門,737,消耗品費,,,Q5,仕入10%,239019,21729,0,,,,,,,,,,,飲料水,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,77,21,0,1,000,共通部門,737,消耗品費,,,Q5,仕入10%,10096,917,0,,,,,,,,,,,名刺代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,97,21,0,1,030,名古屋支店,754,事務用消耗品費,,,Q5,仕入10%,35789,3253,1,000,共通部門,322,未払金,,,00,対象外,35789,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,98,21,0,1,030,名古屋支店,754,事務用消耗品費,,,Q5,仕入10%,5890,535,1,000,共通部門,322,未払金,,,00,対象外,5890,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,101,21,0,1,040,大阪支店,732,広告宣伝費,,,Q5,仕入10%,52500,4772,1,000,共通部門,322,未払金,,,00,対象外,52500,0,広告料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,103,21,0,1,000,共通部門,111,現金,,,00,対象外,603296,0,1,000,共通部門,152,売掛金,11,株式会社楓屋,00,対象外,603296,0,7月20日伝票No264株式会社楓屋,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,104,21,0,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,503820,0,1,000,共通部門,152,売掛金,21,合同会社つばさ商店,00,対象外,503820,0,7月20日伝票No265合同会社つばさ商店,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,104,21,0,1,030,名古屋支店,741,支払手数料,,,Q5,仕入10%,630,57,1,000,共通部門,152,売掛金,21,合同会社つばさ商店,00,対象外,630,0,7月20日伝票No265合同会社つばさ商店,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,105,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,1019003,0,1,000,共通部門,152,売掛金,30,株式会社彩雲トレーディング,00,対象外,1019003,0,7月20日伝票No266株式会社彩雲トレーディング,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,105,21,0,1,020,東京支店,741,支払手数料,,,Q5,仕入10%,735,66,1,000,共通部門,152,売掛金,30,株式会社彩雲トレーディング,00,対象外,735,0,7月20日伝票No266株式会社彩雲トレーディング,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,106,21,0,1,000,共通部門,312,買掛金,4,株式会社和泉流通,00,対象外,888656,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,888656,0,7月20日伝票No173株式会社和泉流通,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,107,21,0,1,000,共通部門,312,買掛金,6,株式会社日向産業,00,対象外,3530262,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,3530262,0,7月20日伝票No174株式会社日向産業,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,108,21,0,1,000,共通部門,312,買掛金,11,株式会社花園商会,00,対象外,4120032,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,4120032,0,7月20日伝票No175株式会社花園商会,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,118,21,0,1,040,大阪支店,754,事務用消耗品費,,,Q5,仕入10%,7223,656,1,000,共通部門,322,未払金,,,00,対象外,7223,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,119,21,0,1,040,大阪支店,754,事務用消耗品費,,,Q5,仕入10%,1480,134,1,000,共通部門,322,未払金,,,00,対象外,1480,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,137,21,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,7936852,0,1,000,共通部門,150,受取手形,,,00,対象外,8000694,0,手形割引 株式会社緑野百貨店 | 手形番号=R20210630-127-12;受取額に決済額を訂正,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,137,21,0,1,020,東京支店,821,支払利息,,,P0,非仕入,63842,0,0,,,,,,,,,,,手形割引料 | 手形番号=R20210630-127-12,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,139,21,0,1,000,共通部門,301,支払手形,,,00,対象外,6181724,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,6181724,0,手形期日落日 株式会社花園商会,,P2130,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,139,21,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,6654846,0,1,000,共通部門,150,受取手形,,,00,対象外,6707128,0,手形割引 株式会社青葉百貨店 | 手形番号=R20210610-98-28;受取額に決済額を訂正,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,139,21,0,1,020,東京支店,821,支払利息,,,P0,非仕入,52282,0,0,,,,,,,,,,,手形割引料 | 手形番号=R20210610-98-28,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:34,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,142,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,19000000,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,19000000,0,資金移動,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,4324,393,1,000,共通部門,111,現金,,,00,対象外,14780,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,3408,309,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,7048,640,0,,,,,,,,,,,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,158,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,10000,909,1,000,共通部門,111,現金,,,00,対象外,10000,0,出張旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,163,21,0,1,050,九州営業所,742,諸会費,,,00,対象外,18000,0,1,000,共通部門,111,現金,,,00,対象外,18000,0,会費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210720,164,21,0,1,050,九州営業所,754,事務用消耗品費,,,Q5,仕入10%,5980,543,1,000,共通部門,111,現金,,,00,対象外,5980,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210721,25,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,56000,5090,1,000,共通部門,111,現金,,,00,対象外,56000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210721,63,21,0,1,050,九州営業所,724,福利厚生費,,,Q5,仕入10%,11050,1004,1,000,共通部門,322,未払金,,,00,対象外,11050,0,お茶代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210721,159,21,0,1,050,九州営業所,726,旅費交通費,,,Q5,仕入10%,9780,889,1,000,共通部門,111,現金,,,00,対象外,9780,0,タクシー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,26,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,19050,1731,1,000,共通部門,111,現金,,,00,対象外,19050,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,34,21,0,1,010,札幌営業所,736,水道光熱費,,,Q5,仕入10%,96715,8792,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,101973,0,電気代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,34,21,0,1,010,札幌営業所,736,水道光熱費,,,Q5,仕入10%,5258,478,0,,,,,,,,,,,水道代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,64,21,0,1,020,東京支店,736,水道光熱費,,,Q5,仕入10%,170932,15539,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,178592,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,64,21,0,1,020,東京支店,736,水道光熱費,,,Q5,仕入10%,7660,696,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,78783,7162,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,85245,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,3400,309,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,3062,278,0,,,,,,,,,,,ガス代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,90,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,10500,954,1,000,共通部門,111,現金,,,00,対象外,10500,0,架空清掃会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,95,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,71675,6515,1,000,共通部門,322,未払金,,,00,対象外,71675,0,清掃料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,132,21,0,1,040,大阪支店,736,水道光熱費,,,Q5,仕入10%,93957,8541,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,98693,0,電気代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,132,21,0,1,040,大阪支店,736,水道光熱費,,,Q5,仕入10%,4736,430,0,,,,,,,,,,,水道代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,165,21,0,1,050,九州営業所,791,雑費,,,Q5,仕入10%,2530,230,1,000,共通部門,111,現金,,,00,対象外,2530,0,洗剤他,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,166,21,0,1,050,九州営業所,791,雑費,,,Q5,仕入10%,1890,171,1,000,共通部門,111,現金,,,00,対象外,1890,0,架空清掃会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,169,21,0,1,050,九州営業所,736,水道光熱費,,,Q5,仕入10%,106261,9660,1,000,共通部門,131,普通預金,50,MNO銀行 北九州,00,対象外,112917,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210722,169,21,0,1,050,九州営業所,736,水道光熱費,,,Q5,仕入10%,6656,605,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210723,24,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,82620,7510,1,000,共通部門,111,現金,,,00,対象外,82620,0,架空鉄道会社A回数券,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210723,140,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,11000,1000,1,000,共通部門,111,現金,,,00,対象外,11000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,38,21,0,1,020,東京支店,724,福利厚生費,,,Q5,仕入10%,48164,4378,1,000,共通部門,322,未払金,,,00,対象外,48164,0,宿泊費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,54,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,2858,259,1,000,共通部門,111,現金,,,00,対象外,7270,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,54,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,4412,401,0,,,,,,,,,,,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,137,21,0,1,040,大阪支店,791,雑費,,,Q5,仕入10%,6000,545,1,000,共通部門,322,未払金,,,00,対象外,48858,0,有線,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,137,21,0,1,040,大阪支店,791,雑費,,,Q5,仕入10%,42858,3896,0,,,,,,,,,,,警備料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,137,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,29740,2703,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,29740,0,高速料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,137,21,0,1,040,大阪支店,791,雑費,,,Q5,仕入10%,73500,6681,1,000,共通部門,322,未払金,,,00,対象外,73500,0,清掃料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,137,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,3507,318,1,000,共通部門,111,現金,,,00,対象外,3507,0,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,154,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,13029,1184,1,000,共通部門,322,未払金,,,00,対象外,36506,0,飲食代 架空店舗060 3名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
20210724,154,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,23477,2134,0,,,,,,,,,,,飲食代 架空店舗015,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
