sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path
5867,3,C,,P Order.Order Line.Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",JP,0,P Order.Order Line.Tax,GE13x,/JP15a/GE28e/GE13x,$.JP Order.Order Line.Tax,JpOrd.OrdLin.Tx
5868,4,R,,P Order.Order Line.Tax.Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",JP,42,P Order.Order Line.Tax.Tax Type,BS09y,/JP15a/GE28e/GE13x/BS09y,$.JP Order.Order Line.Tax.Tax Type,JpOrd.OrdLin.Tx.TxTyp
5869,5,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,JP,42,P Order.Order Line.Tax.Tax Type.Code,BS09y_01,/JP15a/GE28e/GE13x/BS09y_01,$.JP Order.Order Line.Tax.Tax Type.Code,JpOrd.OrdLin.Tx.TxTyp.Cd
5870,4,R,,P Order.Order Line.Tax.(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Order.Order Line.Tax.(Credit) Ledger Account,GE24dz,/JP15a/GE28e/GE13x/GE24dz,$.JP Order.Order Line.Tax.(Credit) Ledger Account,JpOrd.OrdLin.Tx.CrdtLedgrAcnt
5871,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Order.Order Line.Tax.(Credit) Ledger Account.Account Number,GE24dz_01,/JP15a/GE28e/GE13x/GE24dz_01,$.JP Order.Order Line.Tax.(Credit) Ledger Account.Account Number,JpOrd.OrdLin.Tx.CrdtLedgrAcnt.AcntNr
5872,4,R,,P Order.Order Line.Tax.(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Order.Order Line.Tax.(Debit) Ledger Account,GE24dA,/JP15a/GE28e/GE13x/GE24dA,$.JP Order.Order Line.Tax.(Debit) Ledger Account,JpOrd.OrdLin.Tx.DebtLedgrAcnt
5873,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Order.Order Line.Tax.(Debit) Ledger Account.Account Number,GE24dA_01,/JP15a/GE28e/GE13x/GE24dA_01,$.JP Order.Order Line.Tax.(Debit) Ledger Account.Account Number,JpOrd.OrdLin.Tx.DebtLedgrAcnt.AcntNr
5874,4,C,,P Order.Order Line.Tax.(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order.Order Line.Tax.(Local) Amount,GE05kl,/JP15a/GE28e/GE13x/GE05kl,$.JP Order.Order Line.Tax.(Local) Amount,JpOrd.OrdLin.Tx.LoclAmt
5875,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order.Order Line.Tax.(Local) Amount.Value,GE05kl_01,/JP15a/GE28e/GE13x/GE05kl_01,$.JP Order.Order Line.Tax.(Local) Amount.Value,JpOrd.OrdLin.Tx.LoclAmt.Vl
5876,5,R,,P Order.Order Line.Tax.(Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order.Order Line.Tax.(Local) Amount.Currency,BS01kr,/JP15a/GE28e/GE13x/BS01kr,$.JP Order.Order Line.Tax.(Local) Amount.Currency,JpOrd.OrdLin.Tx.LoclAmt.Cur
5877,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order.Order Line.Tax.(Local) Amount.Currency.Code,BS01kr_01,/JP15a/GE28e/GE13x/BS01kr_01,$.JP Order.Order Line.Tax.(Local) Amount.Currency.Code,JpOrd.OrdLin.Tx.LoclAmt.Cur.Cd
5878,4,C,,P Order.Order Line.Tax.(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order.Order Line.Tax.(Transaction) Amount,GE05km,/JP15a/GE28e/GE13x/GE05km,$.JP Order.Order Line.Tax.(Transaction) Amount,JpOrd.OrdLin.Tx.TrnsctAmt
5879,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order.Order Line.Tax.(Transaction) Amount.Value,GE05km_01,/JP15a/GE28e/GE13x/GE05km_01,$.JP Order.Order Line.Tax.(Transaction) Amount.Value,JpOrd.OrdLin.Tx.TrnsctAmt.Vl
5880,5,R,,P Order.Order Line.Tax.(Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order.Order Line.Tax.(Transaction) Amount.Currency,BS01ks,/JP15a/GE28e/GE13x/BS01ks,$.JP Order.Order Line.Tax.(Transaction) Amount.Currency,JpOrd.OrdLin.Tx.TrnsctAmt.Cur
5881,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order.Order Line.Tax.(Transaction) Amount.Currency.Code,BS01ks_01,/JP15a/GE28e/GE13x/BS01ks_01,$.JP Order.Order Line.Tax.(Transaction) Amount.Currency.Code,JpOrd.OrdLin.Tx.TrnsctAmt.Cur.Cd
5882,2,C,,P Order.Consumption Tax Subtotal,,0..*,,Consumption Tax Subtotal by Tax Category information.,JP,0,P Order.Consumption Tax Subtotal,JP03d,/JP15a/JP03d,$.JP Order.Consumption Tax Subtotal,JpOrd.ConsmpTxSubttl
5883,3,C,,P Order.Consumption Tax Subtotal.(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order.Consumption Tax Subtotal.(Local) Amount,GE05kn,/JP15a/JP03d/GE05kn,$.JP Order.Consumption Tax Subtotal.(Local) Amount,JpOrd.ConsmpTxSubttl.LoclAmt
5884,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order.Consumption Tax Subtotal.(Local) Amount.Value,GE05kn_01,/JP15a/JP03d/GE05kn_01,$.JP Order.Consumption Tax Subtotal.(Local) Amount.Value,JpOrd.ConsmpTxSubttl.LoclAmt.Vl
5885,4,R,,P Order.Consumption Tax Subtotal.(Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order.Consumption Tax Subtotal.(Local) Amount.Currency,BS01kt,/JP15a/JP03d/BS01kt,$.JP Order.Consumption Tax Subtotal.(Local) Amount.Currency,JpOrd.ConsmpTxSubttl.LoclAmt.Cur
5886,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order.Consumption Tax Subtotal.(Local) Amount.Currency.Code,BS01kt_01,/JP15a/JP03d/BS01kt_01,$.JP Order.Consumption Tax Subtotal.(Local) Amount.Currency.Code,JpOrd.ConsmpTxSubttl.LoclAmt.Cur.Cd
5887,3,C,,P Order.Consumption Tax Subtotal.(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order.Consumption Tax Subtotal.(Transaction) Amount,GE05ko,/JP15a/JP03d/GE05ko,$.JP Order.Consumption Tax Subtotal.(Transaction) Amount,JpOrd.ConsmpTxSubttl.TrnsctAmt
5888,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order.Consumption Tax Subtotal.(Transaction) Amount.Value,GE05ko_01,/JP15a/JP03d/GE05ko_01,$.JP Order.Consumption Tax Subtotal.(Transaction) Amount.Value,JpOrd.ConsmpTxSubttl.TrnsctAmt.Vl
5889,4,R,,P Order.Consumption Tax Subtotal.(Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order.Consumption Tax Subtotal.(Transaction) Amount.Currency,BS01ku,/JP15a/JP03d/BS01ku,$.JP Order.Consumption Tax Subtotal.(Transaction) Amount.Currency,JpOrd.ConsmpTxSubttl.TrnsctAmt.Cur
5890,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order.Consumption Tax Subtotal.(Transaction) Amount.Currency.Code,BS01ku_01,/JP15a/JP03d/BS01ku_01,$.JP Order.Consumption Tax Subtotal.(Transaction) Amount.Currency.Code,JpOrd.ConsmpTxSubttl.TrnsctAmt.Cur.Cd
5891,3,R,,P Order.Consumption Tax Subtotal.JP Ledger Account,,0..1,,"The reference association to the JP Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Order.Consumption Tax Subtotal.JP Ledger Account,JP06d,/JP15a/JP03d/JP06d,$.JP Order.Consumption Tax Subtotal.JP Ledger Account,JpOrd.ConsmpTxSubttl.JpLedgrAcnt
5892,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Order.Consumption Tax Subtotal.JP Ledger Account.Account Number,JP06d_GE24_01,/JP15a/JP03d/JP06d_GE24_01,$.JP Order.Consumption Tax Subtotal.JP Ledger Account.Account Number,JpOrd.ConsmpTxSubttl.JpLedgrAcnt.AcntNr
5893,3,C,,P Order.Consumption Tax Subtotal.JP Tax Type,,0..1,,A class that has been updated to comply with the reporting requirements of the Japanese Tax Agency for consumption tax. This includes the inclusion of the tax category code to enhance specificity and adherence to regulatory standards.,JP,0,P Order.Consumption Tax Subtotal.JP Tax Type,JP02i,/JP15a/JP03d/JP02i,$.JP Order.Consumption Tax Subtotal.JP Tax Type,JpOrd.ConsmpTxSubttl.JpTxTyp
5894,4,A,PK,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,JP,42,P Order.Consumption Tax Subtotal.JP Tax Type.Code,JP02i_BS09_01,/JP15a/JP03d/JP02i_BS09_01,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Code,JpOrd.ConsmpTxSubttl.JpTxTyp.Cd
5895,4,A,,Tax Name,Name,0..1,Name Medium,The official title assigned to a category of tax.,JP,42,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Name,JP02i_BS09_02,/JP15a/JP03d/JP02i_BS09_02,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Tax Name,JpOrd.ConsmpTxSubttl.JpTxTyp.TxNam
5896,4,A,,Description,Text,0..1,Text Medium,The details that define and categorize a specific tax type.,JP,42,P Order.Consumption Tax Subtotal.JP Tax Type.Description,JP02i_BS09_03,/JP15a/JP03d/JP02i_BS09_03,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Description,JpOrd.ConsmpTxSubttl.JpTxTyp.Dscr
5897,4,A,,Tax Code Description,Text,0..1,Text Medium,The narrative that clarifies the specific tax code and its application within the broader tax type.,JP,42,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Code Description,JP02i_BS09_04,/JP15a/JP03d/JP02i_BS09_04,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Tax Code Description,JpOrd.ConsmpTxSubttl.JpTxTyp.TxCodDscr
5898,4,A,,Tax Percentage,Decimal,0..1,Percent,The standard rate applied to a specific tax type and code.,JP,42,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Percentage,JP02i_BS09_05,/JP15a/JP03d/JP02i_BS09_05,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Tax Percentage,JpOrd.ConsmpTxSubttl.JpTxTyp.TxPerc
5899,4,A,,Tax Category Code,Code,0..1,TAX CATEGORY CODE,"UNTDID 5305  Duty or tax or fee category code is a crucial element in trade and financial documentation, facilitating accurate and efficient identification and processing of various tax and fee categories.",JP,0,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Category Code,JP02i_01,/JP15a/JP03d/JP02i_01,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Tax Category Code,JpOrd.ConsmpTxSubttl.JpTxTyp.TxCatgryCod
5900,4,R,,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Regulatory,,0..1,,"The reference association to the Tax Regulatory class, which is a class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",JP,0,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Regulatory,GE14k,/JP15a/JP03d/GE14k,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Tax Regulatory,JpOrd.ConsmpTxSubttl.JpTxTyp.TxRegltr
5901,5,A,REF,Code,Identifier,1..1,REGULATOR CODE,The unique code for a regulatory body or jurisdiction.,JP,0,P Order.Consumption Tax Subtotal.JP Tax Type.Tax Regulatory.Code,GE14k_01,/JP15a/JP03d/GE14k_01,$.JP Order.Consumption Tax Subtotal.JP Tax Type.Tax Regulatory.Code,JpOrd.ConsmpTxSubttl.JpTxTyp.TxRegltr.Cd
5902,3,C,,P Order.Consumption Tax Subtotal.(Taxable Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order.Consumption Tax Subtotal.(Taxable Local) Amount,GE05kp,/JP15a/JP03d/GE05kp,$.JP Order.Consumption Tax Subtotal.(Taxable Local) Amount,JpOrd.ConsmpTxSubttl.TaxblLoclAmt
5903,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order.Consumption Tax Subtotal.(Taxable Local) Amount.Value,GE05kp_01,/JP15a/JP03d/GE05kp_01,$.JP Order.Consumption Tax Subtotal.(Taxable Local) Amount.Value,JpOrd.ConsmpTxSubttl.TaxblLoclAmt.Vl
5904,4,R,,P Order.Consumption Tax Subtotal.(Taxable Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order.Consumption Tax Subtotal.(Taxable Local) Amount.Currency,BS01kv,/JP15a/JP03d/BS01kv,$.JP Order.Consumption Tax Subtotal.(Taxable Local) Amount.Currency,JpOrd.ConsmpTxSubttl.TaxblLoclAmt.Cur
5905,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order.Consumption Tax Subtotal.(Taxable Local) Amount.Currency.Code,BS01kv_01,/JP15a/JP03d/BS01kv_01,$.JP Order.Consumption Tax Subtotal.(Taxable Local) Amount.Currency.Code,JpOrd.ConsmpTxSubttl.TaxblLoclAmt.Cur.Cd
5906,3,C,,P Order.Consumption Tax Subtotal.(Taxable Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Order.Consumption Tax Subtotal.(Taxable Transaction) Amount,GE05kq,/JP15a/JP03d/GE05kq,$.JP Order.Consumption Tax Subtotal.(Taxable Transaction) Amount,JpOrd.ConsmpTxSubttl.TaxblTrnsctAmt
5907,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Value,GE05kq_01,/JP15a/JP03d/GE05kq_01,$.JP Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Value,JpOrd.ConsmpTxSubttl.TaxblTrnsctAmt.Vl
5908,4,R,,P Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Currency,BS01kw,/JP15a/JP03d/BS01kw,$.JP Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Currency,JpOrd.ConsmpTxSubttl.TaxblTrnsctAmt.Cur
5909,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Currency.Code,BS01kw_01,/JP15a/JP03d/BS01kw_01,$.JP Order.Consumption Tax Subtotal.(Taxable Transaction) Amount.Currency.Code,JpOrd.ConsmpTxSubttl.TaxblTrnsctAmt.Cur.Cd
5910,1,C,,P Journal Entry,,,,"A class contains all of the journal entry details for each transaction (e.g. associated journal entry ID, associated account number, debits or credits associated with the journal entry line). This table should be at the journal entry line level.",JP,0,P Journal Entry,JP07a,/JP07a,$.JP Journal Entry,JpJrnEntry
5911,2,A,PK,ID,Identifier,1..1,Identifier Long,The unique identifier for a journal entry.,JP,52,P Journal Entry.ID,JP07a_GL03_01,/JP07a/JP07a_GL03_01,$.JP Journal Entry.ID,JpJrnEntry.Id
5912,2,A,,Number,Char,0..1,Char Long,The number for each journal entry in a financial recording system.,JP,52,P Journal Entry.Number,JP07a_GL03_02,/JP07a/JP07a_GL03_02,$.JP Journal Entry.Number,JpJrnEntry.Nr
5913,2,A,,Effective Date,Date,0..1,DATE,"The date that officially recognizes the journal entry within an entity's financial accounting records, irrespective of the actual entry creation or receipt date.",JP,52,P Journal Entry.Effective Date,JP07a_GL03_03,/JP07a/JP07a_GL03_03,$.JP Journal Entry.Effective Date,JpJrnEntry.EffctvDt
5914,2,A,,Description,Text,0..1,Text Medium,The text that characterizes the overall journal entry.,JP,52,P Journal Entry.Description,JP07a_GL03_04,/JP07a/JP07a_GL03_04,$.JP Journal Entry.Description,JpJrnEntry.Dscr
5915,2,R,,P Journal Entry.Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",JP,22,P Journal Entry.Accounting Period,BS03a8,/JP07a/BS03a8,$.JP Journal Entry.Accounting Period,JpJrnEntry.AccntnPer
5916,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",JP,22,P Journal Entry.Accounting Period.Fiscal Year,BS03a8_01,/JP07a/BS03a8_01,$.JP Journal Entry.Accounting Period.Fiscal Year,JpJrnEntry.AccntnPer.FiscYr
5917,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,JP,22,P Journal Entry.Accounting Period.ID,BS03a8_02,/JP07a/BS03a8_02,$.JP Journal Entry.Accounting Period.ID,JpJrnEntry.AccntnPer.Id
5918,2,R,,P Journal Entry.General Ledger Source,,0..1,,"The reference association to the General Ledger Source class, which is a class details the origins of data in the General Ledger Journal Entry, including the ERP systems or accounting packages involved and the related business processes.",JP,54,P Journal Entry.General Ledger Source,GL05c,/JP07a/GL05c,$.JP Journal Entry.General Ledger Source,JpJrnEntry.GenrLedgrSorc
5919,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code indicating the origin of a journal entry.,JP,54,P Journal Entry.General Ledger Source.Code,GL05c_01,/JP07a/GL05c_01,$.JP Journal Entry.General Ledger Source.Code,JpJrnEntry.GenrLedgrSorc.Cd
5920,2,R,,P Journal Entry.Journal Entry Type,,0..1,,"The reference association to the Journal Entry Type class, which is a class details the types of journal entries in the General Ledger such as cash receipts and cash disbursements.",JP,0,P Journal Entry.Journal Entry Type,GE23c,/JP07a/GE23c,$.JP Journal Entry.Journal Entry Type,JpJrnEntry.JrnEntryTyp
5921,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code specifying the type of journal entry.,JP,0,P Journal Entry.Journal Entry Type.Code,GE23c_01,/JP07a/GE23c_01,$.JP Journal Entry.Journal Entry Type.Code,JpJrnEntry.JrnEntryTyp.Cd
5922,2,C,,P Journal Entry.Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",JP,0,P Journal Entry.Activities,GE08a9,/JP07a/GE08a9,$.JP Journal Entry.Activities,JpJrnEntry.Acts
